"";
"Empresa";"1 - Ruppenthal Engenharia e Construção Ltda";
"Período";"01/05/2025 a 31/10/2027";"Data do cálculo";"12/05/2026";
"Juros";"0,00";"Multa";"0,00";
"Após Vencto - Indexador";"0 REAL";
"";
"Centro de Custo: ";"4 - Orla de Ipanema";
"Credor";"Documento";"Lançamento";"Qt.";"Ind.";"Data vencto";"%";"Dias";"Valor no vencto";"Acréscimo";"Desconto";"Total";
"Protefix Proteção E Fixação Ltda";"NFM. 721324";"4618/1";"2";"0";"27/05/2026";"80,36";"0";"1.034,70";"0,00";"0,00";"1.034,70";
"Protefix Proteção E Fixação Ltda";"NFM. 721387";"4619/1";"1";"0";"27/05/2026";"100,00";"0";"279,00";"0,00";"0,00";"279,00";
"Protefix Proteção E Fixação Ltda";"NFM. 721844";"4691/1";"1";"0";"01/06/2026";"100,00";"0";"551,80";"0,00";"0,00";"551,80";
"                          Obs: BOLETO";
"Protefix Proteção E Fixação Ltda";"NFM. 721324";"4618/2";"2";"0";"24/06/2026";"80,36";"0";"1.034,70";"0,00";"0,00";"1.034,70";
"RAFAEL B. APOLO";"NFM. 1779";"4692/1";"1";"0";"16/05/2026";"100,00";"0";"8.800,00";"0,00";"0,00";"8.800,00";
"                          Obs: CONFORME PATRICK NÃO ATRASAR";
"Soldasul Industria Comércio E Importação Ltda ";"NFM. 70561";"4374/1";"2";"0";"12/05/2026";"100,00";"0";"750,00";"0,00";"0,00";"750,00";
"Soldasul Industria Comércio E Importação Ltda ";"NFM. 68326";"3996/2";"2";"0";"19/05/2026";"100,00";"0";"735,00";"0,00";"0,00";"735,00";
"Soldasul Industria Comércio E Importação Ltda ";"NFM. 69090";"4140/2";"2";"0";"26/05/2026";"100,00";"0";"880,00";"0,00";"0,00";"880,00";
"Soldasul Industria Comércio E Importação Ltda ";"NFM. 70561";"4374/2";"2";"0";"09/06/2026";"100,00";"0";"750,00";"0,00";"0,00";"750,00";
"Ss Locações Ltda";"FAT. 040226";"3253/4";"14";"0";"05/06/2026";"100,00";"0";"400,00";"0,00";"0,00";"400,00";
"                          Obs: LOCAÇÃO DE CONTAINER";
"Ss Locações Ltda";"FAT. 040226";"3253/5";"14";"0";"05/07/2026";"100,00";"0";"400,00";"0,00";"0,00";"400,00";
"                          Obs: LOCAÇÃO DE CONTAINER";
"Ss Locações Ltda";"FAT. 040226";"3253/6";"14";"0";"05/08/2026";"100,00";"0";"400,00";"0,00";"0,00";"400,00";
"                          Obs: LOCAÇÃO DE CONTAINER";
"Ss Locações Ltda";"FAT. 040226";"3253/7";"14";"0";"05/09/2026";"100,00";"0";"400,00";"0,00";"0,00";"400,00";
"                          Obs: LOCAÇÃO DE CONTAINER";
"Ss Locações Ltda";"FAT. 040226";"3253/8";"14";"0";"05/10/2026";"100,00";"0";"400,00";"0,00";"0,00";"400,00";
"                          Obs: LOCAÇÃO DE CONTAINER";
"Ss Locações Ltda";"FAT. 040226";"3253/9";"14";"0";"05/11/2026";"100,00";"0";"400,00";"0,00";"0,00";"400,00";
"                          Obs: LOCAÇÃO DE CONTAINER";
"Ss Locações Ltda";"FAT. 040226";"3253/10";"14";"0";"05/12/2026";"100,00";"0";"400,00";"0,00";"0,00";"400,00";
"                          Obs: LOCAÇÃO DE CONTAINER";
"Ss Locações Ltda";"FAT. 040226";"3253/11";"14";"0";"05/01/2027";"100,00";"0";"400,00";"0,00";"0,00";"400,00";
"                          Obs: LOCAÇÃO DE CONTAINER";
"Ss Locações Ltda";"FAT. 040226";"3253/12";"14";"0";"05/02/2027";"100,00";"0";"400,00";"0,00";"0,00";"400,00";
"                          Obs: LOCAÇÃO DE CONTAINER";
"Ss Locações Ltda";"FAT. 040226";"3253/13";"14";"0";"05/03/2027";"100,00";"0";"400,00";"0,00";"0,00";"400,00";
"                          Obs: LOCAÇÃO DE CONTAINER";
"Ss Locações Ltda";"FAT. 040226";"3253/14";"14";"0";"05/04/2027";"100,00";"0";"400,00";"0,00";"0,00";"400,00";
"                          Obs: LOCAÇÃO DE CONTAINER";
"TELEFONICA BRASIL S.A.";"FAT. 250326";"4082/2";"18";"0";"21/05/2026";"100,00";"0";"70,00";"0,00";"0,00";"70,00";
"                          Obs: CONTA DE CELULAR";
"TELEFONICA BRASIL S.A.";"FAT. 250326";"4082/3";"18";"0";"21/06/2026";"100,00";"0";"70,00";"0,00";"0,00";"70,00";
"                          Obs: CONTA DE CELULAR";
"TELEFONICA BRASIL S.A.";"FAT. 250326";"4082/4";"18";"0";"21/07/2026";"100,00";"0";"70,00";"0,00";"0,00";"70,00";
"                          Obs: CONTA DE CELULAR";
"TELEFONICA BRASIL S.A.";"FAT. 250326";"4082/5";"18";"0";"21/08/2026";"100,00";"0";"70,00";"0,00";"0,00";"70,00";
"                          Obs: CONTA DE CELULAR";
"TELEFONICA BRASIL S.A.";"FAT. 250326";"4082/6";"18";"0";"21/09/2026";"100,00";"0";"70,00";"0,00";"0,00";"70,00";
"                          Obs: CONTA DE CELULAR";
"TELEFONICA BRASIL S.A.";"FAT. 250326";"4082/7";"18";"0";"21/10/2026";"100,00";"0";"70,00";"0,00";"0,00";"70,00";
"                          Obs: CONTA DE CELULAR";
"TELEFONICA BRASIL S.A.";"FAT. 250326";"4082/8";"18";"0";"21/11/2026";"100,00";"0";"70,00";"0,00";"0,00";"70,00";
"                          Obs: CONTA DE CELULAR";
"TELEFONICA BRASIL S.A.";"FAT. 250326";"4082/9";"18";"0";"21/12/2026";"100,00";"0";"70,00";"0,00";"0,00";"70,00";
"                          Obs: CONTA DE CELULAR";
"TELEFONICA BRASIL S.A.";"FAT. 250326";"4082/10";"18";"0";"21/01/2027";"100,00";"0";"70,00";"0,00";"0,00";"70,00";
"                          Obs: CONTA DE CELULAR";
"TELEFONICA BRASIL S.A.";"FAT. 250326";"4082/11";"18";"0";"21/02/2027";"100,00";"0";"70,00";"0,00";"0,00";"70,00";
"                          Obs: CONTA DE CELULAR";
"TELEFONICA BRASIL S.A.";"FAT. 250326";"4082/12";"18";"0";"21/03/2027";"100,00";"0";"70,00";"0,00";"0,00";"70,00";
"                          Obs: CONTA DE CELULAR";
"TELEFONICA BRASIL S.A.";"FAT. 250326";"4082/13";"18";"0";"21/04/2027";"100,00";"0";"70,00";"0,00";"0,00";"70,00";
"                          Obs: CONTA DE CELULAR";
"TELEFONICA BRASIL S.A.";"FAT. 250326";"4082/14";"18";"0";"21/05/2027";"100,00";"0";"70,00";"0,00";"0,00";"70,00";
"                          Obs: CONTA DE CELULAR";
"TELEFONICA BRASIL S.A.";"FAT. 250326";"4082/15";"18";"0";"21/06/2027";"100,00";"0";"70,00";"0,00";"0,00";"70,00";
"                          Obs: CONTA DE CELULAR";
"TELEFONICA BRASIL S.A.";"FAT. 250326";"4082/16";"18";"0";"21/07/2027";"100,00";"0";"70,00";"0,00";"0,00";"70,00";
"                          Obs: CONTA DE CELULAR";
"TELEFONICA BRASIL S.A.";"FAT. 250326";"4082/17";"18";"0";"21/08/2027";"100,00";"0";"70,00";"0,00";"0,00";"70,00";
"                          Obs: CONTA DE CELULAR";
"TELEFONICA BRASIL S.A.";"FAT. 250326";"4082/18";"18";"0";"21/09/2027";"100,00";"0";"70,00";"0,00";"0,00";"70,00";
"                          Obs: CONTA DE CELULAR";
"Useferro Comércio De Materiais De Construção Ltda";"NFM. 788";"4751/1";"2";"0";"24/05/2026";"100,00";"0";"910,00";"0,00";"0,00";"910,00";
"                          Obs: CHEQUES SANTANDER
CHEQUE 62 2500,00
CHEQUE 63 2500,30";
"Useferro Comércio De Materiais De Construção Ltda";"NFM. 788";"4751/2";"2";"0";"19/06/2026";"100,00";"0";"910,00";"0,00";"0,00";"910,00";
"                          Obs: CHEQUES SANTANDER
CHEQUE 62 2500,00
CHEQUE 63 2500,30";
"WILLEGUI MATERIAS PARA ESCRITORIO LTDA";"NFM. 229223";"3646/1";"1";"0";"27/03/2026";"100,00";"46";"471,60";"0,00";"0,00";"471,60";
"X3 TERRAPLANAGEM E CONSTRUCAO LTDA";"NFS. 290426";"4661/1";"3";"0";"12/05/2026";"100,00";"0";"5.500,00";"0,00";"0,00";"5.500,00";
"                          Obs: CHEQUES CEF
190-14/05
191-14/06
192-14/07";
"X3 TERRAPLANAGEM E CONSTRUCAO LTDA";"NFS. 240226";"3441/3";"3";"0";"15/05/2026";"5,00";"0";"300,00";"0,00";"0,00";"300,00";
"                          Obs: CHEQUES 137 17/03     
                    138 17/04
                     139 17/05
FRETE LAMI PARA IPANEMA R$ 1.400,00 
FRETE DE MATERIAL PARA CORSAN E PARA MC3 R$ 900,00 
FRETE DE IGREJINHA PARA RITMO R$ 800,00 
FRETE DE IMBÉ PARA IGREJINHA R$ 3.200,00 
FRETE RITMO PARA MC3 R$ 600,00 
FRETE DEVOLUÇÃO DA MAQUINA (ESCAVADEIRA R$ 2.000,00 
10 DIÁRIAS CAMINHÃO IGREJINHA R$ 9100,00
";
"X3 TERRAPLANAGEM E CONSTRUCAO LTDA";"NFS. 310326";"4168/2";"4";"0";"28/05/2026";"100,00";"0";"8.750,00";"0,00";"0,00";"8.750,00";
"                          Obs: CHEQUE 181-8750,00 30/04/26
CHEQUE 182-8750,00 31/05/26
CHEQUE 183-8750,00 30/06/26
CHEQUE 184- 8750,00 31/07/26
## DESCRIÇÃO DETALHADA DO SERVIÇO PATRICK ENVIOU NO WHATS EM 27/03";
"X3 TERRAPLANAGEM E CONSTRUCAO LTDA";"NFS. 290426";"4661/2";"3";"0";"12/06/2026";"100,00";"0";"5.500,00";"0,00";"0,00";"5.500,00";
"                          Obs: CHEQUES CEF
190-14/05
191-14/06
192-14/07";
"X3 TERRAPLANAGEM E CONSTRUCAO LTDA";"NFS. 310326";"4168/3";"4";"0";"28/06/2026";"100,00";"0";"8.750,00";"0,00";"0,00";"8.750,00";
"                          Obs: CHEQUE 181-8750,00 30/04/26
CHEQUE 182-8750,00 31/05/26
CHEQUE 183-8750,00 30/06/26
CHEQUE 184- 8750,00 31/07/26
## DESCRIÇÃO DETALHADA DO SERVIÇO PATRICK ENVIOU NO WHATS EM 27/03";
"X3 TERRAPLANAGEM E CONSTRUCAO LTDA";"NFS. 290426";"4661/3";"3";"0";"12/07/2026";"100,00";"0";"5.500,00";"0,00";"0,00";"5.500,00";
"                          Obs: CHEQUES CEF
190-14/05
191-14/06
192-14/07";
"X3 TERRAPLANAGEM E CONSTRUCAO LTDA";"NFS. 310326";"4168/4";"4";"0";"28/07/2026";"100,00";"0";"8.750,00";"0,00";"0,00";"8.750,00";
"                          Obs: CHEQUE 181-8750,00 30/04/26
CHEQUE 182-8750,00 31/05/26
CHEQUE 183-8750,00 30/06/26
CHEQUE 184- 8750,00 31/07/26
## DESCRIÇÃO DETALHADA DO SERVIÇO PATRICK ENVIOU NO WHATS EM 27/03";
"";
"Centro de Custo: ";"35 - Orla 1 - Ambulantes";
"Credor";"Documento";"Lançamento";"Qt.";"Ind.";"Data vencto";"%";"Dias";"Valor no vencto";"Acréscimo";"Desconto";"Total";
"Cardozo Tintas Ltda";"NFM. 210";"3955/2";"3";"0";"17/05/2026";"37,51";"0";"589,20";"0,00";"0,00";"589,20";
"Cardozo Tintas Ltda";"NFM. 219";"4175/2";"3";"0";"24/05/2026";"100,00";"0";"944,58";"0,00";"0,00";"944,58";
"Cardozo Tintas Ltda";"NFM. 210";"3955/3";"3";"0";"17/06/2026";"37,51";"0";"589,20";"0,00";"0,00";"589,20";
"Cardozo Tintas Ltda";"NFM. 219";"4175/3";"3";"0";"24/06/2026";"100,00";"0";"944,58";"0,00";"0,00";"944,58";
"Global Distribuição De Bens De Consumos Ltda";"NFM. 408601";"3268/3";"3";"0";"10/05/2026";"100,00";"2";"699,52";"0,00";"0,00";"699,52";
"I J M TRANSPORTES LTDA";"NFS. 62";"2807/2";"2";"0";"09/02/2026";"10,00";"92";"200,00";"0,00";"0,00";"200,00";
"                          Obs: FRETE GRAMS";
"Protefix Proteção E Fixação Ltda";"NFM. 718888";"4437/1";"1";"0";"13/05/2026";"50,00";"0";"310,96";"0,00";"0,00";"310,96";
"";
"Centro de Custo: ";"36 - Orla 1 - Bares 1,2 e 3";
"Credor";"Documento";"Lançamento";"Qt.";"Ind.";"Data vencto";"%";"Dias";"Valor no vencto";"Acréscimo";"Desconto";"Total";
"ADRIEL BARATER- PERSONALITE";"NFM. 080426";"4283/2";"4";"0";"04/06/2026";"100,00";"0";"17.250,00";"0,00";"0,00";"17.250,00";
"                          Obs: CHEQUES 
186-06/05 R$ 17250,00
187-06/06 R$ 17250,00
188- 06/07 R$ 17250,00
189 - 06/08 R$ 17250,00";
"ADRIEL BARATER- PERSONALITE";"NFM. 080426";"4283/3";"4";"0";"04/07/2026";"100,00";"0";"17.250,00";"0,00";"0,00";"17.250,00";
"                          Obs: CHEQUES 
186-06/05 R$ 17250,00
187-06/06 R$ 17250,00
188- 06/07 R$ 17250,00
189 - 06/08 R$ 17250,00";
"ADRIEL BARATER- PERSONALITE";"NFM. 080426";"4283/4";"4";"0";"04/08/2026";"100,00";"0";"17.250,00";"0,00";"0,00";"17.250,00";
"                          Obs: CHEQUES 
186-06/05 R$ 17250,00
187-06/06 R$ 17250,00
188- 06/07 R$ 17250,00
189 - 06/08 R$ 17250,00";
"ANGELICA PICOLI DA COSA- RUSH FACHADAS";"NFM. 11726";"4523/2";"2";"0";"27/04/2026";"100,00";"15";"6.000,00";"0,00";"0,00";"6.000,00";
"                          Obs: REVESTIMENTO DE 6 COLUNAS EM ACM";
"Castro Nichele Locações Ltda";"NFS. 1757";"4311/1";"1";"0";"20/04/2026";"100,00";"22";"1.096,34";"0,00";"0,00";"1.096,34";
"Castro Nichele Locações Ltda";"NFS. 1833";"4731/1";"1";"0";"20/05/2026";"100,00";"0";"1.461,18";"0,00";"0,00";"1.461,18";
"Cigame Comercio De Material Eletrico e Hidraulico Ltda";"NFM. 608357";"3892/3";"3";"0";"11/05/2026";"100,00";"1";"996,20";"0,00";"0,00";"996,20";
"Cigame Comercio De Material Eletrico e Hidraulico Ltda";"NFM. 612475";"4139/2";"3";"0";"11/05/2026";"100,00";"1";"586,92";"0,00";"0,00";"586,92";
"Cigame Comercio De Material Eletrico e Hidraulico Ltda";"NFM. 612475";"4139/3";"3";"0";"25/05/2026";"100,00";"0";"586,92";"0,00";"0,00";"586,92";
"Fma Groff Madeireira Ltda";"NFM. 23587";"4141/1";"1";"0";"20/04/2026";"100,00";"22";"184,00";"0,00";"0,00";"184,00";
"Fma Groff Madeireira Ltda";"NFM. 23318";"3840/2";"2";"0";"27/04/2026";"100,00";"15";"507,50";"0,00";"0,00";"507,50";
"                          Obs: BOLETO AGRUPADO";
"Fma Groff Madeireira Ltda";"NFM. 23384";"3963/2";"2";"0";"27/04/2026";"100,00";"15";"223,55";"0,00";"0,00";"223,55";
"Fma Groff Madeireira Ltda";"NFM. 23828";"4497/1";"1";"0";"07/05/2026";"100,00";"5";"976,00";"0,00";"0,00";"976,00";
"Fma Groff Madeireira Ltda";"NFM. 23900";"4637/1";"1";"0";"08/05/2026";"100,00";"4";"277,50";"0,00";"0,00";"277,50";
"Global Distribuição De Bens De Consumos Ltda";"NFM. 423730";"3696/2";"3";"0";"02/05/2026";"100,00";"10";"1.028,94";"0,00";"0,00";"1.028,94";
"Global Distribuição De Bens De Consumos Ltda";"NFM. 446427";"4350/1";"1";"0";"08/05/2026";"100,00";"4";"524,00";"0,00";"0,00";"524,00";
"Global Distribuição De Bens De Consumos Ltda";"NFM. 448137";"4389/1";"1";"0";"10/05/2026";"100,00";"2";"712,09";"0,00";"0,00";"712,09";
"Global Distribuição De Bens De Consumos Ltda";"NFM. 429593";"3829/2";"2";"0";"11/05/2026";"100,00";"1";"1.028,54";"0,00";"0,00";"1.028,54";
"Global Distribuição De Bens De Consumos Ltda";"NFM. 411306";"3373/3";"4";"0";"13/05/2026";"100,00";"0";"556,45";"0,00";"0,00";"556,45";
"Global Distribuição De Bens De Consumos Ltda";"NFM. 415218";"3426/3";"4";"0";"20/05/2026";"100,00";"0";"1.029,05";"0,00";"0,00";"1.029,05";
"Global Distribuição De Bens De Consumos Ltda";"NFM. 457726";"4561/1";"1";"0";"23/05/2026";"100,00";"0";"471,80";"0,00";"0,00";"471,80";
"Global Distribuição De Bens De Consumos Ltda";"NFM. 440405";"4157/2";"3";"0";"29/05/2026";"100,00";"0";"734,19";"0,00";"0,00";"734,19";
"Global Distribuição De Bens De Consumos Ltda";"NFM. 423730";"3696/3";"3";"0";"01/06/2026";"100,00";"0";"1.029,25";"0,00";"0,00";"1.029,25";
"Global Distribuição De Bens De Consumos Ltda";"NFM. 411306";"3373/4";"4";"0";"12/06/2026";"100,00";"0";"556,45";"0,00";"0,00";"556,45";
"Global Distribuição De Bens De Consumos Ltda";"NFM. 415218";"3426/4";"4";"0";"19/06/2026";"100,00";"0";"1.029,05";"0,00";"0,00";"1.029,05";
"Global Distribuição De Bens De Consumos Ltda";"NFM. 440405";"4157/3";"3";"0";"29/06/2026";"100,00";"0";"734,42";"0,00";"0,00";"734,42";
"I J M TRANSPORTES LTDA";"NFS. 62";"2807/2";"2";"0";"09/02/2026";"10,00";"92";"200,00";"0,00";"0,00";"200,00";
"                          Obs: FRETE GRAMS";
"I J M TRANSPORTES LTDA";"NFS. 66";"3959/1";"1";"0";"11/02/2026";"66,67";"90";"1.700,00";"0,00";"0,00";"1.700,00";
"                          Obs: REFERENTE MOVIMENTAÇÃO DE CONTAINERS";
"Jp Comércio De Chapas De Madeira E Ferragens Ltda.";"NFM. 50";"2903/1";"1";"0";"14/02/2026";"100,00";"87";"71,25";"0,00";"0,00";"71,25";
"Jp Comércio De Chapas De Madeira E Ferragens Ltda.";"NFM. 107";"4483/1";"1";"0";"20/05/2026";"100,00";"0";"2.908,00";"0,00";"0,00";"2.908,00";
"Jp Comércio De Chapas De Madeira E Ferragens Ltda.";"NFM. 115";"4585/1";"1";"0";"27/05/2026";"100,00";"0";"1.700,00";"0,00";"0,00";"1.700,00";
"Moutinho & Cia Ltda";"NFM. 446715";"3957/1";"1";"0";"14/04/2026";"100,00";"28";"244,46";"0,00";"0,00";"244,46";
"Plenobras Distribuidora Eletrica E Hidraulica Ltda";"NFM. 920057";"3977/1";"3";"0";"17/04/2026";"100,00";"25";"1.441,38";"0,00";"0,00";"1.441,38";
"Plenobras Distribuidora Eletrica E Hidraulica Ltda";"NFM. 920057";"3977/2";"3";"0";"15/05/2026";"100,00";"0";"1.441,38";"0,00";"0,00";"1.441,38";
"Plenobras Distribuidora Eletrica E Hidraulica Ltda";"NFM. 920057";"3977/3";"3";"0";"12/06/2026";"100,00";"0";"1.441,82";"0,00";"0,00";"1.441,82";
"Prefeitura Municipal de Porto Alegre";"DARM. 100226";"3686/1";"1";"0";"10/02/2026";"0,68";"91";"28,96";"0,00";"0,00";"28,96";
"Prefeitura Municipal de Porto Alegre";"DARM. 100326";"3903/1";"1";"0";"10/03/2026";"1,19";"63";"53,90";"0,00";"0,00";"53,90";
"                          Obs: ISSQN";
"Prefeitura Municipal de Porto Alegre";"DARM. 100426";"4522/1";"1";"0";"10/04/2026";"7,22";"32";"252,45";"0,00";"0,00";"252,45";
"                          Obs: ISSQN";
"Prj Industria De Madeira Ltda";"NFM. 2726";"2894/1";"1";"0";"14/02/2026";"100,00";"87";"1.686,00";"0,00";"0,00";"1.686,00";
"Prj Industria De Madeira Ltda";"NFM. 2746";"3036/1";"1";"0";"22/02/2026";"100,00";"79";"170,00";"0,00";"0,00";"170,00";
"Protefix Proteção E Fixação Ltda";"NFM. 718888";"4437/1";"1";"0";"13/05/2026";"50,00";"0";"310,96";"0,00";"0,00";"310,96";
"Protefix Proteção E Fixação Ltda";"NFM. 720430";"4564/1";"1";"0";"22/05/2026";"58,73";"0";"247,00";"0,00";"0,00";"247,00";
"Protefix Proteção E Fixação Ltda";"NFM. 720535";"4565/1";"1";"0";"22/05/2026";"100,00";"0";"63,70";"0,00";"0,00";"63,70";
"RICARDO ALEXANDRE GABRIEL EIRELI - SANEBAN";"NFS. 208";"4559/1";"1";"0";"09/05/2026";"100,00";"3";"1.293,60";"0,00";"0,00";"1.293,60";
"Sulmak Locações De Equipamentos Ltda";"FAT. 15450";"4808/1";"1";"0";"30/03/2026";"100,00";"43";"900,00";"0,00";"0,00";"900,00";
"Supermix Concreto S/A";"NFS. 2324";"4094/2";"2";"0";"05/05/2026";"100,00";"7";"1.947,56";"0,00";"0,00";"1.947,56";
"Supermix Concreto S/A";"NFS. 2679";"4467/1";"2";"0";"06/05/2026";"100,00";"6";"862,87";"0,00";"0,00";"862,87";
"Supermix Concreto S/A";"NFS. 2737";"4493/1";"2";"0";"07/05/2026";"100,00";"5";"575,25";"0,00";"0,00";"575,25";
"Supermix Concreto S/A";"NFS. 2340";"4222/2";"2";"0";"09/05/2026";"100,00";"3";"575,25";"0,00";"0,00";"575,25";
"Supermix Concreto S/A";"NFS. 2356";"4274/2";"2";"0";"10/05/2026";"100,00";"2";"1.150,50";"0,00";"0,00";"1.150,50";
"Supermix Concreto S/A";"NFS. 2775";"4492/1";"2";"0";"10/05/2026";"100,00";"2";"862,87";"0,00";"0,00";"862,87";
"Supermix Concreto S/A";"NFS. 2787";"4685/1";"2";"0";"12/05/2026";"100,00";"0";"1.150,50";"0,00";"0,00";"1.150,50";
"Supermix Concreto S/A";"NFS. 2805";"4683/1";"2";"0";"13/05/2026";"100,00";"0";"1.947,56";"0,00";"0,00";"1.947,56";
"Supermix Concreto S/A";"NFS. 2819";"4686/1";"2";"0";"14/05/2026";"100,00";"0";"582,07";"0,00";"0,00";"582,07";
"Supermix Concreto S/A";"NFS. 2544";"4335/2";"2";"0";"17/05/2026";"100,00";"0";"1.150,50";"0,00";"0,00";"1.150,50";
"Supermix Concreto S/A";"NFS. 2826";"4684/1";"2";"0";"17/05/2026";"100,00";"0";"1.150,50";"0,00";"0,00";"1.150,50";
"Supermix Concreto S/A";"NFS. 25661";"4373/2";"2";"0";"19/05/2026";"100,00";"0";"862,88";"0,00";"0,00";"862,88";
"Supermix Concreto S/A";"NFS. 2845";"4716/1";"2";"0";"19/05/2026";"100,00";"0";"1.150,50";"0,00";"0,00";"1.150,50";
"Supermix Concreto S/A";"NFS. 2908";"4717/1";"2";"0";"20/05/2026";"100,00";"0";"582,07";"0,00";"0,00";"582,07";
"Supermix Concreto S/A";"NFM. 2607";"4417/2";"2";"0";"23/05/2026";"100,00";"0";"575,25";"0,00";"0,00";"575,25";
"Supermix Concreto S/A";"NFS. 2679";"4467/2";"2";"0";"26/05/2026";"100,00";"0";"862,88";"0,00";"0,00";"862,88";
"Supermix Concreto S/A";"NFS. 2787";"4685/2";"2";"0";"01/06/2026";"100,00";"0";"1.150,50";"0,00";"0,00";"1.150,50";
"Supermix Concreto S/A";"NFS. 2805";"4683/2";"2";"0";"02/06/2026";"100,00";"0";"1.947,56";"0,00";"0,00";"1.947,56";
"Supermix Concreto S/A";"NFS. 2737";"4493/2";"2";"0";"07/06/2026";"100,00";"0";"575,25";"0,00";"0,00";"575,25";
"Supermix Concreto S/A";"NFS. 2845";"4716/2";"2";"0";"08/06/2026";"100,00";"0";"1.150,50";"0,00";"0,00";"1.150,50";
"Supermix Concreto S/A";"NFS. 2908";"4717/2";"2";"0";"09/06/2026";"100,00";"0";"582,08";"0,00";"0,00";"582,08";
"Supermix Concreto S/A";"NFS. 2775";"4492/2";"2";"0";"10/06/2026";"100,00";"0";"862,88";"0,00";"0,00";"862,88";
"Supermix Concreto S/A";"NFS. 2819";"4686/2";"2";"0";"14/06/2026";"100,00";"0";"582,08";"0,00";"0,00";"582,08";
"Supermix Concreto S/A";"NFS. 2826";"4684/2";"2";"0";"17/06/2026";"100,00";"0";"1.150,50";"0,00";"0,00";"1.150,50";
"TECHNO Z ENERGIA ELETRICA LTDA";"NFS. 110526";"4811/2";"2";"0";"05/07/2026";"100,00";"0";"52.500,00";"0,00";"0,00";"52.500,00";
"                          Obs: INSTALAÇÃO ELETRICA E E MONTAGEM DE QUADROS ELETRICOS";
"TECMOLD INDUSTRIA E COMERCIO LTDA";"NFM. 235402";"4036/2";"2";"0";"28/05/2026";"100,00";"0";"1.019,25";"0,00";"0,00";"1.019,25";
"                          Obs: BLOCOS
CARTÃO DE CREDITO CEF";
"Thiago Da Silva Vargas-Transportes";"NFM. 2802263";"3756/1";"1";"0";"09/03/2026";"100,00";"64";"510,00";"0,00";"0,00";"510,00";
"                          Obs: ORLA 1
3m3 de areia média     510,00
";
"Thiago Da Silva Vargas-Transportes";"NFS. 0703264";"3806/1";"1";"0";"16/03/2026";"100,00";"57";"480,00";"0,00";"0,00";"480,00";
"                          Obs: ORLA 1
3m3 areia regular            480,00
Total de todas medições ";
"Thiago Da Silva Vargas-Transportes";"FAT. 290426";"4639/1";"1";"0";"04/05/2026";"100,00";"8";"650,00";"0,00";"0,00";"650,00";
"                          Obs: VINICIUS PASSOU EM 29/04 REFERENTE TRANSPORTE HERTZ PARA ORLA 1 (SOBRAS DE MATERIAS)";
"Wl Transporte Ltda - PRISMA CONTAINERS";"FAT. 2953";"4429/1";"1";"0";"15/05/2026";"100,00";"0";"500,00";"0,00";"0,00";"500,00";
"";
"Centro de Custo: ";"37 - HERTZ";
"Credor";"Documento";"Lançamento";"Qt.";"Ind.";"Data vencto";"%";"Dias";"Valor no vencto";"Acréscimo";"Desconto";"Total";
"Castro Nichele Locações Ltda";"NFS. 1756";"4310/1";"1";"0";"20/04/2026";"100,00";"22";"365,45";"0,00";"0,00";"365,45";
"Castro Nichele Locações Ltda";"NFS. 1835";"4733/1";"1";"0";"20/05/2026";"100,00";"0";"365,29";"0,00";"0,00";"365,29";
"DM TINTAS E REVESTIMENTOS ESPECIAIS LTDA";"NFM. 1263";"4504/2";"3";"0";"23/05/2026";"100,00";"0";"3.482,50";"0,00";"0,00";"3.482,50";
"DM TINTAS E REVESTIMENTOS ESPECIAIS LTDA";"NFM. 1263";"4504/3";"3";"0";"23/06/2026";"100,00";"0";"3.482,50";"0,00";"0,00";"3.482,50";
"Fma Groff Madeireira Ltda";"NFM. 23669";"4326/1";"1";"0";"07/05/2026";"100,00";"5";"179,20";"0,00";"0,00";"179,20";
"Global Distribuição De Bens De Consumos Ltda";"NFS. 442208";"4207/1";"2";"0";"01/05/2026";"100,00";"11";"784,94";"0,00";"0,00";"784,94";
"Global Distribuição De Bens De Consumos Ltda";"NFS. 442208";"4207/2";"2";"0";"31/05/2026";"100,00";"0";"784,95";"0,00";"0,00";"784,95";
"MANTAS BRASIL INDUSTRIA E COMERCIO LTDA";"NFM. 29553";"4789/1";"1";"0";"08/06/2026";"100,00";"0";"3.800,00";"0,00";"0,00";"3.800,00";
"MILLATO CONSTRUTORA E INCORPORADORA LTDA";"NFM. 38595";"3868/2";"2";"0";"16/04/2026";"100,00";"26";"3.293,50";"0,00";"0,00";"3.293,50";
"Mmi Cunha Comercio E Ferragens Ltda";"NFM. 20615";"4416/1";"2";"0";"13/05/2026";"100,00";"0";"815,20";"0,00";"0,00";"815,20";
"Mmi Cunha Comercio E Ferragens Ltda";"NFM. 20657";"4495/1";"2";"0";"18/05/2026";"100,00";"0";"426,55";"0,00";"0,00";"426,55";
"Mmi Cunha Comercio E Ferragens Ltda";"NFM. 20657";"4495/2";"2";"0";"01/06/2026";"100,00";"0";"426,55";"0,00";"0,00";"426,55";
"Mmi Cunha Comercio E Ferragens Ltda";"NFM. 20615";"4416/2";"2";"0";"10/06/2026";"100,00";"0";"815,20";"0,00";"0,00";"815,20";
"Moutinho & Cia Ltda";"NFM. 446419";"3879/1";"1";"0";"10/04/2026";"100,00";"32";"279,84";"0,00";"0,00";"279,84";
